text,label,model
"കണ്ണൂർ സർവ്വകലാശാലയിൽ പുതിയ സാങ്കേതിക വിദ്യകൾക്ക് തുടക്കം കുറിച്ചുകൊണ്ട്, ""സ്മാർട്ട് ക്യാമ്പസ്"" പദ്ധതി അവതരിപ്പിച്ചു. ഈ പദ്ധതി പ്രകാരം, വിദ്യാർത്ഥികൾക്ക് ഓൺലൈൻ പഠനത്തിനും ഗവേഷണത്തിനും ആവശ്യമായ എല്ലാ സൗകര്യങ്ങളും ലഭ്യമാകും. കൂടാതെ, ക്യാമ്പസിൽ ഇന്റർനെറ്റ് വേഗം വർദ്ധിപ്പിക്കുകയും, ഡിജിറ്റൽ പഠന സാധനങ്ങൾ അവതരിപ്പിക്കുകയും ചെയ്യും.",3,openai
"ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ് മേഖലയിൽ വൻതോതിലുള്ള പുരോഗതി നടക്കുകയാണ്. ഇത് എൻക്രിപ്ഷൻ, ഡാറ്റാ അനാലിറ്റിക്സ് തുടങ്ങിയ മേഖലകളിൽ വലിയ മാറ്റങ്ങൾ കൊണ്ടുവരുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3,sarvam
"മലയാള സിനിമയിലെ പ്രിയതമ നടി മഞ്ജു വാര്യർ, പുതിയ ചിത്രത്തിന്റെ ചിത്രീകരണം ആരംഭിച്ചതായി അറിയിച്ചു. 'മനസ്സിൽ മിന്നുന്ന നക്ഷത്രങ്ങൾ' എന്ന ചിത്രത്തിൽ മഞ്ജു പ്രധാന കഥാപാത്രത്തിനെ അവതരിപ്പിക്കുന്നു. സംവിധായകൻ സഞ്ജയ് സുകുമാറിന്റെ നേതൃത്വത്തിൽ ഈ ചിത്രം വെള്ളിയാഴ്ച മുതൽ ആരംഭിച്ചെന്ന് ഉറപ്പിച്ചു. ആരാധകർ ഏറെ കാത്തിരിക്കുന്ന ഈ ചിത്രം, നവംബറിൽ തീയറ്ററുകളിൽ എത്തും.",0,openai
ഇൻഫോസിസ് ഷെയർ വില ഇന്ന് 10% ഉയർന്നു.  IT മേഖലയിൽ നല്ല പ്രകടനം കാരണമാണ് ഇത്.,2,sarvam
"പ്രശസ്ത സംഗീത രചയിതാവ് എ.ആർ. റഹ്മാന് ഈ വർഷത്തെ കേരള സംസ്ഥാന ചലച്ചിത്ര പുരസ്കാരത്തിലെ മികച്ച സംഗീത രചനക്കുള്ള പുരസ്കാരം ലഭിച്ചു. 'മലികാപുരത്തെ കാദിസ്' എന്ന ചിത്രത്തിലെ അദ്ദേഹത്തിന്റെ സംഗീതം വിമർശകരുടെയും പ്രേക്ഷകരുടെയും പ്രശംസ നേടി. പുരസ്കാരം സ്വീകരിച്ച റഹ്മാൻ, കേരളത്തിന്റെ സംസ്കാരത്തിന് മുമ്പിൽ തലതാഴ്ത്തുകയാണെന്ന് പറഞ്ഞു.",0,deepseek
"തിരുവനന്തപുരം: ഐ.പി.എൽ 2025 സീസണിൽ കോച്ചായി രാഹുൽ ദ്രാവിഡിനെ നിയമിച്ചതായി റോയൽ ചലഞ്ചേഴ്സ് ബാംഗ്ലൂർ (ആർ.സി.ബി) പ്രഖ്യാപിച്ചു. ഇന്ത്യൻ ക്രിക്കറ്റ് ടീം മുഖ്യ പരിശീലകനായ ദ്രാവിഡ് ജൂലൈയിൽ തന്റെ പദവി രാജിവച്ചതോടെയാണ് ഈ നിയമനം. ആർ.സി.ബി ഫ്രാഞ്ചൈസി ഇതേവരെ ഐ.പി.എൽ കിരീടം നേടിയിട്ടില്ല, ദ്രാവിഡിന്റെ നേതൃത്വത്തിൽ പുതിയ വിജയങ്ങൾക്കായി ആരാഞ്ഞുകൊണ്ടിരിക്കുകയാണ്.",1,deepseek
ഇന്ത്യയും ഇംഗ്ലണ്ടും തമ്മിലുള്ള ക്രിക്കറ്റ് ലോകകപ്പ് മത്സരം ഇന്ന് രാത്രി നടക്കും. രണ്ട് ടീമുകളും ട്രോഫി നേടാൻ തീവ്രമായി തയ്യാറെടുക്കുന്നു.,1,sarvam
"ഇപ്പോൾ പുറത്തിറങ്ങുന്ന മലയാളം സിനിമകൾക്ക് വലിയ പ്രതീക്ഷകളുണ്ട്. അടുത്തിടെ പുറത്തിറങ്ങിയ ""സ്വപ്‌നദ്വീപ്"" എന്ന ചിത്രം പ്രേക്ഷകരുടെ ശ്രദ്ധ പിടിച്ചെടുത്തു. ഈ സിനിമയിൽ പ്രശസ്ത താരങ്ങൾ പങ്കെടുത്തിട്ടുണ്ട്, കൂടാതെ സംവിധായകൻ മികച്ച കാഴ്ചപ്പാടുകൾ അവതരിപ്പിച്ചിട്ടുണ്ടെന്ന് ആരാധകർ പറയുന്നു. ചിത്രത്തിന്റെ സംഗീതവും ആകർഷകമാണ്, ഇത് കൂടുതൽ ആളുകളെ സിനിമയിലേക്ക് ആകർഷിക്കുന്നത് ഉറപ്പാക്കുന്നു.",0,openai
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് പുതിയ സാങ്കേതികവിദ്യയിൽ പരിശീലനം നൽകുന്ന സംരംഭം ആരംഭിച്ചു. ടെക്‌നെറ്റ് എന്ന സംഘടനയുടെ നേതൃത്വത്തിൽ നടത്തുന്ന ഈ പദ്ധതി, വിദ്യാർത്ഥികളുടെ സാങ്കേതിക നൈപുണ്യങ്ങൾ വികസിപ്പിക്കാൻ സഹായിക്കും. പ്രാഥമികതയിൽ, കോഡിംഗ്, ഡാറ്റ അനാലിറ്റിക്സ്, ഇന്റർനെറ്റ് ഓഫ് തിംഗ്സ് എന്നിവയിലേക്കുള്ള പരിശീലനങ്ങൾ നൽകാൻ പദ്ധതിയിടുന്നു.",3,openai
ചിദംബരം സംവിധാനം ചെയ്ത 'മഞ്ഞുമ്മൽ ബോയ്സ്' മലയാള സിനിമയുടെ ചരിത്രത്തിലെ ഏറ്റവും വലിയ വിജയങ്ങളിലൊന്നായി മാറുന്നു. റിലീസ് ചെയ്ത് ഏതാനും ആഴ്ചകൾക്കുള്ളിൽ ചിത്രം ആഗോളതലത്തിൽ 200 കോടിയിലധികം രൂപ കളക്ഷൻ നേടി. അതിജീവനത്തിന്റെ കഥ പറയുന്ന ചിത്രം പ്രേക്ഷകരുടെയും നിരൂപകരുടെയും പ്രശംസ പിടിച്ചുപറ്റി മുന്നേറുകയാണ്. മലയാള സിനിമയുടെ വ്യാപ്തി വർദ്ധിപ്പിക്കുന്നതിൽ ഈ സിനിമ വലിയ പങ്ക് വഹിച്ചു.,0,gemini
വൈദ്യുതി ഉൽപാദനത്തിൽ സൗരോർജ്ജത്തിന്റെ പங்கு വർദ്ധിപ്പിച്ചു ഇന്ത്യ,3,sarvam
"കേരളത്തിലെ പ്രാദേശിക ഉൽപ്പന്നങ്ങൾ പ്രോത്സാഹിപ്പിക്കുന്നതിന്, സർക്കാർ പുതിയ ഒരു ബിസിനസ് പ്ലാറ്റ്ഫോം അവതരിപ്പിച്ചു. ഈ പ്ലാറ്റ്ഫോമിലൂടെ കർഷകർ, ഹാൻഡ്രാഫ്റ്റ് കച്ചവടക്കാർ, ചെറുകിട വ്യവസായികൾ എന്നിവരുടെ ഉൽപ്പന്നങ്ങൾ വിപണിയിൽ എത്തിക്കാനുള്ള സൗകര്യം സൃഷ്ടിക്കപ്പെടും. വാണിജ്യ മന്ത്രിയും, ഈ പദ്ധതിയുടെ ഭാഗമായി, ഒരു വെബ്സൈറ്റ് ആരംഭിക്കുന്നതിന്റെ വിശദാംശങ്ങൾ പങ്കുവച്ചു. ഈ സംരംഭം, സംസ്ഥാനത്തെ സാമ്പത്തിക വളർച്ചയെ ശക്തിപ്പെടുത്തുന്നുവെന്ന് പ്രതീക്ഷിക്കുന്നു.",2,openai
പ്രശസ്ത സംവിധായിക ഗൗരി ശിന്ദെയുടെ പുതിയ ചിത്രം 'മിന്നൽ' ഈ വർഷാവസാനം റിലീസ് ചെയ്യും. മലയാളത്തിലെ ഒരു പ്രമുഖ നടനുമായി ചേർന്നാണ് ഈ ഹിന്ദി ചിത്രം നിർമ്മിക്കുന്നതെന്ന് ഉത്പാദകർ വ്യക്തമാക്കി. ഇത് ഒരു റോമാന്റിക് ഡ്രാമ ആയിരിക്കുമെന്നാണ് പ്രതീക്ഷിക്കപ്പെടുന്നത്.,0,deepseek
ഇന്ത്യയിലെ ഓൺലൈൻ വ്യാപാര മേഖല കഴിഞ്ഞ പാദത്തിൽ റെക്കോർഡ് വളർച്ച രേഖപ്പെടുത്തി. ഇ-കൊമേഴ്‌സ് പ്ലാറ്റ്‌ഫോമുകളിലൂടെയുള്ള വിൽപ്പന ഗണ്യമായി വർദ്ധിച്ചു. ചെറുകിട വ്യാപാരികളും സൂക്ഷ്മ സംരംഭകരും ഓൺലൈൻ വിപണിയിലേക്ക് കടന്നുവരുന്നത് ഈ വളർച്ചയ്ക്ക് ആക്കം കൂട്ടി. ഡിജിറ്റൽ പേയ്‌മെന്റുകളുടെ വർദ്ധനവും ഈ പ്രവണതയ്ക്ക് സഹായകമായി.,2,gemini
"മലയാള സിനിമാ ലോകത്തെ പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രത്തിനായി തീയതി പ്രഖ്യാപിച്ചു. 'മാണിക്യം' എന്ന പേരിലുള്ള ഈ ചിത്രം അടുത്ത വർഷം ഓണക്കാലത്ത് റിലീസ് ചെയ്യാൻ നിശ്ചയിച്ചിരിക്കുന്നു. പൃഥ്വിരാജ്, മമ്മൂട്ടി എന്നിവർ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കും എന്ന് പറയപ്പെടുന്നു.",0,deepseek
ചെറുകിട വ്യവസായങ്ങൾക്ക് നൽകുന്ന കോവിഡ്-19 ലോൺ മാഫി പദ്ധതി മൂന്ന് മാസത്തേക്ക് നീട്ടി. ഇത് സാമ്പത്തിക പുനരധിവാസത്തിന് വലിയൊരു പടി ആയി കണക്കാക്കുന്നു.,2,sarvam
"കൊച്ചിയിൽ നടക്കുന്ന ഒരു പുതിയ സിനിമാ ഫെസ്റ്റിവലിന്റെ ഉദ്ഘാടനത്തിൽ മലയാള ചലച്ചിത്രതാരം മോഹൻലാൽ പങ്കെടുത്തു. ഫെസ്റ്റിവലിന്റെ ഭാഗമായി നിരവധി പുതിയ ചിത്രങ്ങൾ പ്രദർശിപ്പിക്കപ്പെടും. യുവ നാടകകാരന്മാർക്കും സംവിധായകര്ക്കും അവസരം നൽകുന്ന ഈ പരിപാടി, സിനിമാപ്രേമികൾക്ക് അത്യന്തം ആസ്വാദ്യകരമായ അനുഭവമാകും.",0,openai
"ഇന്ത്യന്‍ ക്രിക്കറ്റിന്റെ പുതിയ തലമുറയെ പ്രതിനിധീകരിക്കുന്ന യുവ താരം ശുബ്മന്‍ ഗിൽ, ആസീസ് കപ്പിൽ മികച്ച പ്രകടനം കാഴ്ചവെച്ചിരിക്കുകയാണ്. അവസാന മത്സരത്തിൽ 150 റണ്‍സ് നേടിയ ഗിൽ, തന്റെ കഴിവുകൾക്കൊപ്പം ടീമിന്റെ വിജയത്തിലേക്ക് നയിച്ചുവെന്ന് ആരാധകർ അഭിപ്രായപ്പെടുന്നു. അടുത്ത മത്സരത്തിൽ ഗിൽ വീണ്ടും തന്റെ പ്രകടനം തുടരുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",1,openai
"കേരളത്തിലെ ചെറിയ വ്യവസായങ്ങളെ പ്രോത്സാഹിപ്പിക്കുന്നതിനായി പുതിയ പദ്ധതികൾ പ്രഖ്യാപിച്ചു. നാളെ ചേർന്ന മന്ത്രിസഭാ യോഗത്തിൽ, തൊഴിൽ സൃഷ്ടിക്കാനും പ്രാദേശിക സാമ്പത്തികത്വം വർധിപ്പിക്കാനും വേണ്ടി 1000 കോടി രൂപയുടെ ഫണ്ട് അനുവദിക്കുമെന്ന് മുഖ്യമന്ത്രി അറിയിച്ചു. പുതിയ പദ്ധതികൾക്കായി 3000 വ്യവസായങ്ങൾ പങ്കുചേരാൻ ആഹ്വാനം ചെയ്യപ്പെടുന്നു. ഈ സംരംഭം സംസ്ഥാനത്തിന്റെ സാമ്പത്തിക വളർച്ചയെ ശക്തിപ്പെടുത്തും.",2,openai
"കേരളത്തിലെ പ്രശസ്ത സിനിമാ താരമായ മമ്മൂട്ടി, തന്റെ പുതിയ സിനിമയുടെ ചിത്രീകരണം ആരംഭിച്ചു. 'രക്തപൂക്കൾ' എന്ന ചിത്രത്തിൽ അദ്ദേഹം പ്രധാന വേഷത്തിൽ അഭിനയിക്കുന്നു. ഈ ചിത്രത്തിന്റെ ആദ്യ ഷോട്ട് കഴിഞ്ഞ ദിവസം വച്ച് എടുത്തു. ആരാധകർ ഈ ചിത്രത്തിന്റെ പുറത്തിറക്കാൻ കാത്തിരിക്കുന്നു.",0,openai
ഗൾഫ് രാജ്യങ്ങളിൽ നിന്നുള്ള നിക്ഷേപകർ കേരളത്തിന്റെ സാമ്പത്തിക വളർച്ചയിൽ താൽപ്പര്യം കാണിക്കുന്നു. പുതിയ നിക്ഷേപ പദ്ധതികൾ തുടങ്ങുന്നു.,2,sarvam
ടോളിവുഡിലെ ഏറ്റവും പ്രതീക്ഷിതമായ സിനിമ 'പുല്ലി'യുടെ ട്രെയിലർ ഇന്ന് റിലീസ് ചെയ്തു. സിനിമയുടെ ഭീമൻ സീനുകൾ പ്രേക്ഷകരെ ആകർഷിച്ചിട്ടുണ്ട്.,0,sarvam
"കേരളത്തിലെ ആധുനിക കൃഷി രീതികൾക്ക് പുതിയ രൂപം നൽകാൻ ഉദ്ദേശിച്ച്, കേരള സർക്കാരിന്റെ കീഴിൽ 'എക്കോനോമിക് എക്സ്പ്രസ്' പദ്ധതി ആരംഭിച്ചു. ഈ പദ്ധതി കൃഷിഭൂമിയുടെ ഉത്പാദനക്ഷമത വർധിപ്പിക്കാൻ പുതിയ സാങ്കേതിക വിദ്യകൾ ഏർപ്പെടുത്തുന്നതിന് സഹായിക്കും. ഇതിന്റെ ഭാഗമായി, കർഷകർക്ക് നേരിട്ട് വിപണിയിൽ നിന്ന് ഉത്പന്നങ്ങൾ വില്പന ചെയ്യാൻ അവസരം ലഭിക്കുന്നതാണ്.",2,openai
ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആപ്പിൾ വിഷൻ പ്രോ ഹെഡ്സെറ്റ് അടുത്ത മാസം ലോഞ്ച് ചെയ്യും. ടാറ്റാ ഗ്രൂപ്പിനും ഐഐടി മദ്രാസിനും സംയുക്തമായി വികസിപ്പിച്ചെടുത്ത ഈ ഉപകരണം വിദ്യാർത്ഥികൾക്കും എഞ്ചിനീയർമാർക്കുമായി പ്രത്യേകം രൂപകൽപ്പന ചെയ്തിരിക്കുന്നു. ഇത് വർച്വൽ റിയാലിറ്റി പഠനത്തിന് പുതിയ അവസരങ്ങൾ തുറക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,3,deepseek
ഇന്ത്യയുടെ ക്രിക്കറ്റ് ടീമിന് പുതിയ പരിശീലകൻ എത്തികൊണ്ടു. മുൻ ഇംഗ്ലണ്ടിലെ താരം സ്ട്രായുസ് ബോൾഡ് ടീമിന്റെ പരിശീലനത്തിനായി ചേരുന്നു. അടുത്ത ആഗസ്റ്റ് മാസത്തിൽ നടക്കുന്ന ആസിയൻ കപ്പ് മത്സരങ്ങൾക്ക് തയ്യാറെടുപ്പിന് വേണ്ടി അദ്ദേഹം പരിശീലനം ആരംഭിക്കും. ടീമിന്റെ പുതിയ തന്ത്രങ്ങൾ അവതരിപ്പിക്കാനും യുവ താരങ്ങൾക്കുള്ള മാർഗനിർദേശങ്ങൾ നൽകാനും അദ്ദേഹം ഉദ്ദേശിക്കുന്നു.,1,openai
"വെള്ളിയാഴ്ച നടന്ന ഐ.പി.എൽ മത്സരത്തിൽ മുംബൈ Indians, Chennai Super Kings-നെ 7 వికറ്റുകൾ കൊണ്ട് പരാജയപ്പെടുത്തി. മുംബൈയുടെ ഓപ്പണർ രോഹിത് ശര്‍മ്മ 78 റണ്‍സുമായി മികച്ച പ്രകടനം കാഴ്ചവച്ചു. ഈ വിജയത്തോടെ മുംബൈ, പോയിന്റ് പട്ടികയിൽ മൂന്നാം സ്ഥാനത്തേക്ക് എത്തി.",1,openai
ബെംഗളൂരു ആസ്ഥാനമായുള്ള ഇലക്ട്രിക് വാഹന സ്റ്റാർട്ടപ്പ് 'ഇവി-മൈൽ' 50 കോടി രൂപയുടെ പുതിയ ഫണ്ടിംഗ് റൗണ്ട് പൂർത്തിയാക്കി. ഇത് കമ്പനിയുടെ ഉത്പാദനം വർദ്ധിപ്പിക്കുന്നതിനും പുതിയ മോഡലുകൾ വികസിപ്പിക്കുന്നതിനും സഹായിക്കും. പരിസ്ഥിതി സൗഹൃദ ഗതാഗത മാർഗ്ഗങ്ങൾക്ക് പ്രാധാന്യം നൽകുന്ന ഈ സമയത്ത് ഈ നിക്ഷേപം നിർണ്ണായകമാണ്. ഇന്ത്യൻ ഇലക്ട്രിക് വാഹന വിപണിയിൽ സ്റ്റാർട്ടപ്പുകൾക്ക് വലിയ സാധ്യതകളാണുള്ളത്.,2,gemini
ഇലക്ട്രിക് വാഹന മേഖലയിൽ ശക്തമായ കയറ്റത്തിനായി ടാറ്റ ഗ്രൂപ്പ് പുതിയ ഇലക്ട്രിക് കാർ മോഡൽ തയ്യാറാക്കുകയാണ്. വില 15 ലക്ഷത്തിൽ തുടങ്ങും.,2,sarvam
സൈബർ ആക്രമണങ്ങൾക്ക് ലക്ഷ്യമിടുന്ന ഹാക്കർമാർ എപ്പോഴും പുതിയ മാർഗങ്ങൾ കണ്ടെത്തുന്നുണ്ട്. ഇതിനെതിരെ സുരക്ഷാ സോഫ്റ്റ്വെയറുകളും സംവിധാനങ്ങളും വികസിപ്പിക്കപ്പെടുകയാണ്.,3,sarvam
കേരളത്തിന്റെ ടൂറിസം മേഖലയ്ക്ക് വലിയ,2,gemini
"സ്റ്റാർട്ടപ്പ് സംസ്കാരം പിന്തുണയ്ക്കുന്നതിനായി കേരള സർക്കാർ പുതിയ നയങ്ങൾ പ്രഖ്യാപിച്ചു. ടാക്സ് ഇളവുകൾ, ഫണ്ടിംഗ് സഹായം, ഇൻഫ്രാസ്ട്രക്ചർ സൗകര്യങ്ങൾ എന്നിവ ഇതിൽ ഉൾപ്പെടുന്നു. ഇത് യുവതലമുറയെ പ്രോത്സാഹിപ്പിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",2,sarvam
ലോക അത്ലറ്റിക് ചാമ്പ്യൻ നീരജ് ചോപ്ര ദോഹ ഡയമണ്ട് ലീഗിൽ സ്വർണം നേടി. 88.36 മീറ്റർ ദൂരത്തേക്ക് ജാവലിൻ എറിഞ്ഞാണ് നീരജ് ഒന്നാം സ്ഥാനം കരസ്ഥമാക്കിയത്. ഇത് ഈ സീസണിലെ അദ്ദേഹത്തിന്റെ മികച്ച പ്രകടനമാണ്. പാരിസ് ഒളിമ്പിക്സിന് മുന്നോടിയായി ഈ വിജയം നീരജിന് വലിയ ആത്മവിശ്വാസം നൽകും.,1,gemini
കേരളത്തിൽ 500 മെഗാവാട്ട് സോളാർ പവർ പദ്ധതി ആരംഭിച്ചു. പരിസ്ഥിതി സൗഹൃദ ഊർജ്ജത്തിന്റെ ആവശ്യവുമായി ബന്ധപ്പെട്ട് ഇത് ഒരു നാഴികക്കല്ലായി കണക്കാക്കപ്പെടുന്നു.,2,sarvam
"നിലവിലെ മലയാള സിനിമാ രംഗത്ത്, പുതിയ ചിത്രം 'കണ്ണാടിത്തെരുവിൽ' എന്നത് വലിയ പ്രതീക്ഷകളോടെ പുറത്തിറങ്ങി. ചിത്രത്തിൽ പ്രശസ്തനായ നടൻ ധന്യ രാജേന്ദ്രൻ പ്രധാനവേഷത്തിൽ അഭിനയിച്ചിരിക്കുന്നു. സംവിധായകൻ അനീഷ് എബ്രഹാമിന്റെ കയ്യിൽ എത്തിയിരിക്കുന്ന ഈ ചിത്രം, തമിഴ്‌നാട്ടിൽ നടന്ന ഒരു സ്നേഹകഥയെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്. ചിത്രത്തിന്റെ സംഗീതം പ്രശസ്ത സംഗീതജ്ഞൻ ഗോപികൃഷ്ണൻ നിർവ്വഹിച്ചിട്ടുണ്ട്. റിലീസിന് മുമ്പ് തന്നെ ചിത്രത്തിന്റെ പ്രമോഷൻ മികച്ച രീതിയിൽ നടന്നിരുന്നു.",0,openai
"സമീപകാലത്ത് സൈബർ ആക്രമണങ്ങളുടെ എണ്ണത്തിൽ വലിയ വർദ്ധനവാണ് രേഖപ്പെടുത്തുന്നത്. ഹാക്കർമാർ വ്യക്തിഗത വിവരങ്ങൾ ലക്ഷ്യമിട്ട് ഫിഷിംഗ്, മാൽവെയർ ആക്രമണങ്ങൾ നടത്തുന്നു. ഉപയോക്താക്കൾ പാസ്‌വേഡുകൾ ശക്തിപ്പെടുത്താനും സംശയാസ്പദമായ ലിങ്കുകളിൽ ക്ലിക്ക് ചെയ്യാതിരിക്കാനും സൈബർ സുരക്ഷാ വിദഗ്ദ്ധർ മുന്നറിയിപ്പ് നൽകുന്നു. ഡിജിറ്റൽ ഇടപാടുകളിൽ അതീവ ജാഗ്രത പാലിക്കേണ്ടത് അത്യാവശ്യമാണ്.",3,gemini
"ഇന്ത്യൻ ഓഹരി വിപണി ഇന്ന് വ്യാപാരം അവസാനിപ്പിച്ചത് നേരിയ നേട്ടത്തോടെ. സെൻസെക്സ് 250 പോയിന്റ് ഉയർന്ന് 75,200-ൽ എത്തി. നിഫ്റ്റി 50 പോയിന്റ് ഉയർന്ന് 22,800-ൽ വ്യാപാരം അവസാനിപ്പിച്ചു. ആഗോള വിപണികളിലെ അനുകൂല സാഹചര്യം, ബാങ്കിംഗ്, ഫിനാൻഷ്യൽ ഓഹരികളിലെ നിക്ഷേപം എന്നിവയാണ് മുന്നേറ്റത്തിന് പ്രധാനമായും വഴിയൊരുക്കിയത്. നിക്ഷേപകർക്ക് ആശ്വാസമായ ദിവസമായിരുന്നു ഇത്.",2,gemini
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ബസ് 'വായന' വിജയകരമായി പ്രവർത്തനം ആരംഭിച്ചു. ഇസ്രോയുടെ ഈ പുതിയ സേവനം ഭൂമിയിൽ നിന്ന് ബഹിരാകാശത്തേക്ക് യാത്രക്കാർ കൊണ്ടുപോകുന്നതിനുള്ള വഴി തുറക്കുന്നു. ഇത് രാജ്യത്തിന്റെ വിക്ഷേപണ സാമർത്ഥ്യത്തിലെ ഒരു പ്രധാന മൈലുകവലയാണ്.,3,deepseek
"കേരളത്തിലെ പ്രമുഖ ക്രിക്കറ്റ് താരം ശിഹാബ് ഖാൻ, ഈ വർഷത്തെ സംസ്ഥാന ലീഗിൽ മികച്ച പ്രകടനം കാഴ്ചവെച്ചതായി റിപ്പോർട്ട് ചെയ്യുന്നു. അദ്ദേഹം 400 റൺസുകൾ നേടുകയും, മികച്ച ബൗളിങ് പ്രകടനം പുലർത്തുകയും ചെയ്തു. കളിയുടെ എല്ലാ ഘട്ടങ്ങളിലും അദ്ദേഹത്തിന്റെ പ്രകടനം ടീമിന് വലിയ സഹായമായി. ശിഹാബിന്റെ പ്രകടനം യുവ ക്രിക്കറ്റർമാർക്ക് പ്രചോദനമായി മാറി.",1,openai
കൊച്ചിയിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് രാജസ്ഥൻ റോയൽസിനെ 45 റൺസിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡ് 98 റൺസ് നേടി മികച്ച പ്രകടനം നടത്തി. ഈ വിജയത്തോടെ ചെന്നൈ ടൂർണമെന്റിലെ മുകളിലത്തെ സ്ഥാനങ്ങളിലേക്ക് ഉയർന്നു.,1,deepseek
"തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി ബിസിസിഐ റോഹിത് ശർമ്മയെ നിയമിച്ചു. അദ്ദേഹം വിരാട് കോഹ്ലിയെ തുടർന്നാണ് ഈ ചുമതല ഏറ്റെടുക്കുന്നത്. ടി20, ഏകദിന ഫോർമാറ്റുകളിൽ ടീമിന് നയിക്കുക എന്നതാണ് ആദ്യലക്ഷ്യം. ഈ വർഷം നടക്കുന്ന ടി20 ലോകകപ്പിലൂടെയാണ് അദ്ദേഹത്തിന്റെ പുതിയ യാത്ര ആരംഭിക്കുന്നത്.",1,deepseek
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രപതി ബിന്ദുയ'ക്ക് ഐഐടി മദ്രാസിൽ നിന്ന് ഡോക്ടറേറ്റ് ബിരുദം ലഭിച്ചു. ഇന്ത്യൻ ഭാഷകളിൽ സംസാരിക്കാനും സങ്കീർണ്ണമായ ചുമതലകൾ നിർവഹിക്കാനും ഈ റോബോട്ടിന് കഴിയും. ഇന്ത്യൻ ടെക് സംരംഭകർക്ക് ഇത് ഒരു വലിയ നേട്ടമാണെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെടുന്നു.,3,deepseek
"കോഴിക്കോട്: സംസ്ഥാനത്തെ ചെറുകിട വ്യവസായങ്ങൾക്ക് പുതിയ പ്രത്യേക പദ്ധതികൾ പ്രഖ്യാപിച്ചു. വ്യവസായ മന്ത്രി പറഞ്ഞു, ഈ പദ്ധതികൾ വഴി 5000 പുതിയ തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. പദ്ധതികളുടെ ഭാഗമായി വായ്പാ സൗകര്യങ്ങൾ, പരിശീലന പരിപാടികൾ എന്നിവ നൽകും.",2,openai
"**മഞ്ഞുമ്മൽ ബോയ്സ് ചരിത്രം കുറിച്ച് മുന്നോട്ട്; 200 കോടി ക്ലബ്ബിൽ ഇടം നേടി** മലയാള സിനിമയിൽ പുതിയ ചരിത്രം രചിച്ച് 'മഞ്ഞുമ്മൽ ബോയ്സ്' മുന്നോട്ട് കുതിക്കുന്നു. ബോക്സ് ഓഫീസിൽ 200 കോടി രൂപ കളക്ഷൻ നേടി ഈ ചിത്രം മലയാളത്തിലെ ഏറ്റവും വലിയ വിജയങ്ങളിൽ ഒന്നായി മാറി. യഥാർത്ഥ സംഭവങ്ങളെ ആസ്പദമാക്കി ഒരുക്കിയ ഈ സർവൈവൽ ത്രില്ലർ പ്രേക്ഷകരുടെയും നിരൂപകരുടെയും പ്രശംസ പിടിച്ചുപറ്റി. ചിദംബരം സംവിധാനം ചെയ്ത ഈ ചിത്രത്തിൽ സൗബിൻ ഷാഹിർ, ശ്രീനാഥ് ഭാസി എന്നിവരാണ് പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിച്ചത്.",0,gemini
"ഗ്ലോബൽ മാർക്കറ്റ് സ്ഥിരതയോടെ സഞ്ചരിക്കുന്നതിനെ തുടർന്ന് സെൻസെക്സ് സൂചിക 2% ഉയർന്നു. ഇൻഫോസിസ്, ടാറ്റ സ്റ്റീൽ തുടങ്ങിയ സ്റ്റോക്കുകൾ മുന്നിലെത്തി.",2,sarvam
